invoice_id,auction_date,total_balance,stock_number,item,total,msrp,description,category,condition,image_urls,sales_price
081624-3501-184997,2024-08-16,297.89,270,"Panana Trolley Folding Cart Heavy Duty Hand Truck, Dolly",35.77,54.99,"Storage Shopping Trolley Cart Grocery 6 Wheels Stair Climber
Steel Grocery Cart Foldaway for Easy Storage
CONVENIENT : Our Shopping Trolley is perfect for both the young and old and offers a safer, more convenient way to
shop and travel|HUGE CAPACITY : Its huge 35litre capacity ensures that you are not caught out carrying that extra bag during those
larger shops|EASY Carry: The wheels can rotate 360 degrees for easy movement while in use|Durability:A Plastic handle ,16mm /13mmSteel tube to ensure durability",Automotive,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,278,Beams MB3000 High Performance 500 Lumen Wireless,13.15,39.99,"Battery Powered Motion Sensing LED Dual Head Security
Spotlight, Brown
The dual head spotlight provides 500 lumens of bright light for large, dark areas|Customize the bright LED light coverage area with two adjustable heads that pivot 180 degrees up and down and 135
degrees side to side|The LED security light activates when it detects motion from 30 feet away and automatically shuts off 20 seconds after
motion stops to prolong battery life|Install the wireless LED spotlight in minutes with the included screws anywhere light is needed, including garages,
doorways, sheds and fences|The durable and weatherproof design make this wireless outdoor security spotlight ideal for outdoor use|Item Qty Bid Amount Premium Fee Tax Total",Tools & Hardware,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,301,Long LED Light Bar,36.69,53.99,No additional description provided in the invoice.,General Merchandise,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,311,SHINHYE Tent,13.16,53.99,No additional description provided in the invoice.,General Merchandise,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,312,"LazBlinds Cordless Roller Shades 45""Wx72""H Beige",2.45,53.99,"A standard 1/5 inch deduction is made to the upper rail width for a proper INSIDE MOUNT fit|The actual blinds size is 44
4/5"" W x 72"" H|⭐Please be informed that the fabric width is 1 4/5 narrower than the upper rail (NOT the window)|⭐There is at least a 9/10 inch light gap on both left and right side|Please read the picture to learn the light gap may
happen on the window|No Drill Blinds: 2 sets of different mounting accessories to meet your needs in different occasions|Easy to install in
minutes with foam glue or brackets and screws|Great for Renter, Landlord, and Home Buyer|Cordless Blinds for Windows: The cord-free design provides a clean, tangle-free look to the window|Smooth and quiet
glide spring system creates a safer environment for children and pets|Easy to raise up or lower down to gently filter
sunlight and stay at whatever position you stop|Light Filtering Window Blinds: Premium slightly translucent fabric, provide privacy while filtering the sun light gently into
the room|Perfect for living room, office, dinning room|You can achieve a pleasant atmosphere at home during the day",Clothing & Accessories,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,370,Privacy Fence Screen Modern & Modular,12.23,99.0,Item Qty Bid Amount Premium Fee Tax Total,Electronics & Technology,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,393,"Golden Lighting 3602-14 AB-WH Duncan Flush Mount, Aged",6.11,99.0,"Brass with White Shade
Contemporary style with an industrial feel
Simple, classic silhouette
Fixture body available in Aged Brass, Black, Rubbed Bronze, Chrome and Pewter
Rubbed Bronze fixtures are paired with Rubbed Bronze shades
Large, open shade",Home & Garden,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,394,Light Society Montreal Oil Rubbed Bronze Wall Sconce with,2.45,27.4,"Clear Glass
Requires 1 medium-base (E26) light bulb, 60-Watt maximum (sold separately)
Hardwired (Installation required)
Fully dimmable|LED light compatible
ETL Listed
Overall 4|H
Glass shade 3|H
Backplate 4",Home & Garden,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,397,Intel/Shade Honeycomb Blind,6.11,39.99,Item Qty Bid Amount Premium Fee Tax Total,General Merchandise,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,411,"White Matte Peel and Stick Wallpaper, Self-Adhesive",8.56,39.99,"Removable Matte Contact Paper for Cabinet, Thicken Waterproof
Vinyl Wall Covering for Countertop Bathroom Kitchen Farmhouse
ULTRA STICKY AND THICK: With excellent sticky self-adhesive glue on the back, our white paste contact paper is
thicker than average and cannot easily fall off after application|It's a durable and long-lasting|EASY TO APPLY & REMOVABLE: Choose a smooth surface object and measure the size you need, then cut the
wallpaper off and stick it on|No extra glue or tool are required|If you don’t like it, you can peel it off without damaging
your wall|PRACTICAL AND WIDELY USED: This simple and modern matte wallpaper can be used to renovate furniture or
apartment and decorate your home|It's waterproof and easy to clean, so you can also use it in the bathroom, kitchen,
living room or office",Art & Crafts,NEW,,0.0
