invoice_id,auction_date,total_balance,stock_number,item,total,msrp,description,category,condition,image_urls,sales_price
041825-3501-219465,2025-04-18,84.08,442,HD USB Power Charger Wifi Camera,4.89,34.8,No additional description provided in the invoice.,Electronics & Technology,NEW,,0.0
041825-3501-219465,2025-04-18,84.08,444,LASFIT LED Lighting LC6 9005 Headlight Bulbs,4.89,34.8,No additional description provided in the invoice.,Home & Garden,NEW,,0.0
041825-3501-219465,2025-04-18,84.08,446,Hapi Life XL All Purpose Bag with Carabiner & Zipper on Top,2.45,34.8,No additional description provided in the invoice.,Clothing & Accessories,NEW,,0.0
041825-3501-219465,2025-04-18,84.08,458,Truck Running Boards,2.45,34.8,No additional description provided in the invoice.,Automotive,NEW,,0.0
041825-3501-219465,2025-04-18,84.08,473,Set of 2 Amazon Essentials Men's Full-Zip Polar Fleece Vest,4.89,34.8,"- Size Medium
100% Polyester
Imported
Zipper closure
Machine Wash
Easy through chest and tapered through waist
Soft, warm and fuzzy mid-weight polar fleece fabric
Full-length zippered closure at front",Art & Crafts,NEW,,0.0
041825-3501-219465,2025-04-18,84.08,487,7inch HDMI LCD B for Various Systems Raspberry,11.88,49.99,"Pi/Raspberry Pi 3 Model B+ 800x480 Rev3|1 Capacitive Touch
Screen LCD Display HDMI Interface|800x480 hardware resolution Capacitive touch control
Supports popular mini PCs such as Raspberry Pi, as well as general desktop computers
When works with Raspberry Pi, supports Raspbian/Ubuntu/Kali/Retropie/WIN10 IOT, driver free
When work as a computer monitor, supports Windows 10/8|1/8/7, five-points touch, and driver free",Electronics & Technology,NEW,,0.0
041825-3501-219465,2025-04-18,84.08,489,Oucam P2 Mini Wireless WIFI Camera,2.45,26.99,No additional description provided in the invoice.,Electronics & Technology,NEW,,0.0
041825-3501-219465,2025-04-18,84.08,514,"Cat Backpack Carrier, Pet Cat Carrier with Ventilated Design",4.89,26.99,"for Carrying Puppy Cats, Pet Carrier Back Pack Bag Space
Capsule for Traveling/Hiking/Camping/Outdoors (Black)
Item Qty Bid Amount Premium Fee Tax Total
Breathable Material: Made of highly breathable materials, our backpack ensures that your pet stays cool and comfortable
during travel|Every breath will be of pure comfort for your four-legged friend|Designed for Pets Safety & Comfort: The snap hook inside to secure cat harness that ensures your friend stays safe
during your trip, giving you peace of mind|This combined with the mesh windows on the side and vents will ensure your
pet gets plenty of oxygen|Also features a washable soft pad on the bottom so your pet stays comfortable|Security and
peace of mind are at your fingertips|Ergonomic Design: Adjustable shoulder straps for maximum comfort, help relieve the pressure to your back and make the
carrier a breeze to wear for long stretches of time|Travel with Feline Friends with Us: Whether it be a visit to the vet, a trip to the park, or something more adventurous,
travelling with your cat has never been easier",Clothing & Accessories,NEW,,0.0
041825-3501-219465,2025-04-18,84.08,520,"SimpleHome 100% Blackout Curtains for Bedroom,Thermal",4.89,28.99,"Insulated Grommet Window Drapes Room Darkening Sage
Curtains for Living Room with Black Back,52 x 84 Inch,2 Panels
2 PANELS SET: Sold pair(set) of 100% blackout curtains, each window panels measuring 52 inches wide and 84 inches
long with 8 grommets|The unique design of silvery grommet (1|6 inch inner diameter) creates fashion for your house,
which makes the curtains easy to install and slide|100% BLACKOUT:Our room curtains are 100% blackout curtains,it can block up sunlight 100%|This will help enjoy high
quality sleep|So that can relax and rest better|HIGH QUALITY MATERIAL AND GOOD WORKMANSHIP:After improving the technical,these full blackout curtains are
made of Heavy Weighted Triple-Weave Blackout Fabric,enhances light blocking,but does not make the curtains too
heavy|MULTIPLE USES:Our black out curtains can be used as kids room curtians,bedroom curtains,living room curtians,office
curtains and so on|These window drapes not only shade the light but also saving some of the heat|Of course ,these
blackout curtains 84 length can protect your privacy and reduce noise|Many kinds of colors can provide more choices for
the decoration of the room|EASY CARE: SimpleHome window curtains are easy to wash|Machine wash or hand wash in cold water,gentle cycle, do
not bleach, tumble dry low|Quick iron or steam clean when needed",Home & Garden,NEW,,0.0
041825-3501-219465,2025-04-18,84.08,525,FEMELI Acrylic Floating Shelves,2.45,29.99,Item Qty Bid Amount Premium Fee Tax Total,General Merchandise,NEW,,0.0
