invoice_id,auction_date,total_balance,stock_number,item,total,msrp,description,category,condition,image_urls,sales_price
072624-3501-181766,2024-07-26,45.23,412,Amazon Brand – Stone & Beam Highland Modern Living,19.56,36.69,"Room Wingback Accent Chair, 31|9""W
Bridging classic and contemporary, this accent chair is a modern twist on the timeless wingback chair|The clean, updated
style with thick-woven fabric brings welcoming comfort to your seating area|8""D x 42""H
Sustainably sourced solid beech wood covered in thick-woven fabric
Contemporary
Updated design on a classic piece blends well with existing décor|Minimal assembly",Home & Garden,NEW,,0.0
072624-3501-181766,2024-07-26,45.23,474,"Lush Decor Linen Button Window Curtain Panel, Single, 40""",4.89,36.69,"W x 84"" L, Gray - Country Curtains - Rustic Decor - Color Block
Modern Farmhouse Curtains For Living Room, Bedroom & Dining
Room
Item Qty Bid Amount Premium Fee Tax Total
Modern Farmhouse: Elevate your home decor with our charming Linen Button Window Curtain|This single panel is the
perfect addition to your farmhouse styled home with the look of linen, modern color block design, pleating and coconut
husk button details|The Linen-Look: This country curtain panel is crafted from a linen-like cotton fabric blend of 52% Polyester, 37% Cotton,
and 8% Viscose|The 6 coconut husk buttons add a unique touch to your space while providing a handcrafted feel|Rustic Decor: Add the look of linen to your home with this curtain measuring 40 inches wide by 84 inches long|This panel
provides privacy while helping to filter sunlight, allowing a soft glow to fill the room, creating a warm and welcoming
atmosphere|Easy Installation: This curtain comes as 1 single window panel and offers seamless installation with its 3"" rod pocket,
allowing you to easily slide it onto your curtain rod, or by using clip rings (not included)|Easy Care: This curtain is easy to care for, simply machine wash cold on the gentle cycle and tumble dry on low|If
needed, use a non-chlorine bleach for cleaning or an iron on low heat to release wrinkles",Home & Garden,NEW,,0.0
072624-3501-181766,2024-07-26,45.23,478,Set of 2 DriftAway Embroidered Curtains for Living Room,6.11,55.98,"Weeping Flowers Faux Silk 1 Panel Room Darkening Window
Curtains 63 Inches Long Lined Drapes Dining Room Bedroom
Thermal Window Treatments
【READY MADE】 1 panel faux silk embroidered window curtain per package|Each bedroom curtains measures 50''
wide x 63'' long with rod pocket design|【Texture and Design】The embroidered crafted flower curtain made of 100% polyester fabric, the floral curtains are
super thick, smooth, soft, and free from wrinkles|And the classic design works well with many decorating styles, adding a
contemporary sense to your home decor|【Multiple Usages】Our living room curtains are ideal for living room ,farmhouse, kitchen, bedroom, dining room,
bathroom, kids room|These living room curtains also could used to decorate Christmas/Xmas, New Years, Thanksgiving
Day party, or matched with your table cloth, kitchen tiers, pillow cover and bed sheet
【EASY INSTALL】The decorative curtains with 3"" pole pocket, which perfectly accommodate up to 1|5"" standard curtain
rod|Pull very smooth while opening and closing|【Easy Care】Machine wash cold on a gentle cycle in a mesh bag, use only non-chlorine bleach when needed|Tumble
dry low, if needed, iron on a cool setting",Home & Garden,NEW,,0.0
072624-3501-181766,2024-07-26,45.23,489,HomeRoots Shiny Nickel/Silver Guita Wire Spheres Set of 3,1.22,37.88,"Item Qty Bid Amount Premium Fee Tax Total
Make a decorative statement with our Guita Wire Spheres|Available in 3 different sizes and sold in a Box of 3, this 3"" size is
made with iron wire and then nickel boasting a shiny silver finish|Light and Colors shine through the tiny holes created in the
wire wrapping process|Fill a bowl or Glass Jar with these eye catching Spheres",Tools & Hardware,NEW,,0.0
072624-3501-181766,2024-07-26,45.23,551,Echelon Three Line Hotel Collection Euro Shams Pair,1.22,28.49,"100% cotton sateen weave, 300 thread count single ply made with 60s yarns
Set Of 2 Euro Shams
Shams Have Narrow Flanges And Backside Envelope Closure
Machine Wash And Dry",Art & Crafts,NEW,,0.0
072624-3501-181766,2024-07-26,45.23,556,Set of 2 Glitzhome Knitted Polyester Red Christmas,1.22,45.98,"Stockings
『Unique Stylish Design』 The stocking features delicate knitting, red color and cute pom pom ball, perfectly match with
Christmas atmosphere|Detailed knitting and generous embellishments are sure to enhance any type of holiday
decorating theme|The knitting stocking is unique and eye-catching, it will definitely become an attractive decor in your
home|『Classic Christmas Accessory』 As cozy as a winter sweater, our stockings add a warm touch to the mantel|The
material and color of the stocking give a charm of vintage Christmas which will create beautiful holiday memory to your
family members|『Easy to Apply』The Christmas stocking can be hung on Christmas trees, fireplaces, windows or anywhere around your
house with a loop for easy display|The ample size won't limit Santa's generosity|Work perfectly for candy and gift pouch|Item Qty Bid Amount Premium Fee Tax Total",Art & Crafts,NEW,,0.0
072624-3501-181766,2024-07-26,45.23,565,VHC Brands Annie Buffalo Check Farmhouse Kitchen,3.67,18.95,"Window Curtains- Lined Valance, 16x90
FARMHOUSE VALANCE: 16 by 90 inch farmhouse-style valance conceals window treatment hardware and adds
sophistication|LIGHT FILTERING: Lined to provide additional privacy while filtering out harsh outside light|MODERN FARMHOUSE FLAIR: Versatile styling sure to match country chic, farmhouse, or cottage decor|EASY CARE: Machine wash on gentle and tumble dry on low|Rod pocket for easy hanging",Home & Garden,NEW,,0.0
072624-3501-181766,2024-07-26,45.23,569,Nanshing Payton Grommet Sheer Curtain Panel Pair (Each,1.22,36.99,"Panel: 37""Wx84""L)
These light and airy window panels are tailored with grommets at the top for a fresh transitional look and easy
opening and closing|The fabric is 100 percent polyester and features clipped ""eyelash"" surface detail|Two-inch
grommets slide easily onto your 1-1|75-inch window rod|The mid-tone hues highlight modern and tasteful styling,
worthy of any décor",Art & Crafts,NEW,,0.0
072624-3501-181766,2024-07-26,45.23,581,Set of 3 Sweet Home Collection Pinch Pleat Kitchen Curtain,1.22,44.97,"Window Treatment Choice 24"" Or 36"" Tier, and Kit, Valance, Gray
Item Qty Bid Amount Premium Fee Tax Total
Made of 100% Brushed Microfiber that is super soft and exceeds style and comfort expectations
Each curtain item has a rod pocket that will fit curtain rods up to 1|5"" in diameter
Dimensions: 12""L x 60""W
These curtains feature a unique design that will spruce up your kitchen, bedroom, or any room in your home|Match with
other items from our pinch pleat collection for a unique fashionable look",Home & Garden,NEW,,0.0
072624-3501-181766,2024-07-26,45.23,693,"Croscill Nomad Shower Curtain, Blue",4.89,44.99,"Wavy strip
Modern Style
Hooks required (not included)
Soothing Ombre effect",Home & Garden,NEW,,0.0
