invoice_id,auction_date,total_balance,stock_number,item,total,msrp,description,category,condition,image_urls,sales_price
101824-3501-194464,2024-10-18,25.67,637,Dasbecan Hyundai Elantra Passenger Headlight,1.22,26.99,No additional description provided in the invoice.,General Merchandise,NEW,,0.0
101824-3501-194464,2024-10-18,25.67,672,Floor Mats for Suburban 7 ZUO,1.22,26.99,No additional description provided in the invoice.,General Merchandise,NEW,,0.0
101824-3501-194464,2024-10-18,25.67,676,Popilush Shapewear Tummy Control Thong Bodysuit Plus,2.45,26.99,"Size, 3XL, White",General Merchandise,NEW,,0.0
101824-3501-194464,2024-10-18,25.67,680,SANTINY Women's High Waisted Swim Shorts with Pockets,1.22,26.99,"UPF50+ Long Board Swimming Shorts for Women with Liner Size
3XL
Item Qty Bid Amount Premium Fee Tax Total
Knee Length--12"" inseam: The womens swim shorts with knee length does not ride up and provide adequate nice
coverage to make your legs look slimmer|High Waisted: This bathing suit shorts features a wide elastic waistband offers a great tummy control and help to cover
your mom belly perfectly|Side Pockets & Built-in Panty: Two side pockets are easy to put your samll items in and also deep enough for a cell
phone|A attatched soft brief liner, so you don't have any issues with it being seen through|Quick Drying & UPF 50+: Made of lightweight, stretchy fabric wicks moisture away and dries quickly|The board shorts
with UPF 50+ fabric and knee length design provide maximum protection against the sunburn|Versatile Occasions: SANTINY Women's swim shorts fit well with any tankini/bikini/rash guard/crop/tops and perfect for
swimming, beach, pool, water activities, pool therapy, snorkeling, surfing etc|Pick it and enjoy your summer",Art & Crafts,NEW,,0.0
101824-3501-194464,2024-10-18,25.67,681,CUPSHE Women's Tankini Sets Two Piece Swimsuit Halter,2.45,34.99,"Straps Plunging Neck Mid Rise Color Block Size XS
Design: The stylish tankini sets for women feature plunging neck and halter straps with color block details|The front
ruched and mid rise bottom perfectly cover your body curve|About Cup Style: With Removable Soft Cups|Garment Care: Regular Wash|Recommend with Cold Water|Do not Use Bleach|Do not Tumble Dry|Occasion: Best Holiday Gifts for Mom, Wife, Girlfriend or Women You Love|Perfect for Tropical Vacations, Summer,
Beach & Pool, Honeymoon, Cruise",Automotive,NEW,,0.0
101824-3501-194464,2024-10-18,25.67,683,Floral Dress,2.45,37.99,Item Qty Bid Amount Premium Fee Tax Total,Clothing & Accessories,NEW,,0.0
101824-3501-194464,2024-10-18,25.67,684,2XL Bathing Suit Top,1.22,37.99,No additional description provided in the invoice.,General Merchandise,NEW,,0.0
101824-3501-194464,2024-10-18,25.67,686,BMJL Women's Bikini Sets V Neck High Waisted Swimsuits,4.89,37.99,"Shell Stitched Cheeky Two Piece Bathing Suit Size Large
Feature: This bikini sets stand out with its trendy color block design, featuring shell stitching details that add a touch of
fashion and sophistication|The combination of colors creates a visually appealing and stylish look, making you the center
of attention|The top of this high waisted bikini for women features a sexy v-neck and hollowed shoulder straps, creating a fashionable
and alluring look|With wide back straps and adjustable features, it provides both support and cleavage enhancement,
ensuring a secure and comfortable fit|The high waisted bathing suit bottom is designed for both style and coverage|With a high-cut design, provide excellent
coverage and a flattering silhouette|The flat-cut style of the bottoms effectively conceals the midsection, giving you a
sleek and confident look|Material: The two piece swimsuit for women is made of high-quality swimwear material, great elasticity And permeability,
enough comfortable and durable for long time use",Clothing & Accessories,NEW,,0.0
101824-3501-194464,2024-10-18,25.67,689,Remidoo Women's Casual Puff Short Sleeve Top Crewneck,1.22,28.99,"Solid Slim Fit T Shirt Blouse Green, Size XL
Item Qty Bid Amount Premium Fee Tax Total
Material: Puff sleeve knitted top is made of 60% Viscose, 35% Polyester, 5% Elastane, fabric has stretch, soft and
comfortable high quality hand feel|This crew neck tops is suitable for work, office, shopping, vacation, vacation, leisure, picnic, festival, grand, and casual
everyday life|Match:Our women's short sleeve t shirts can be matched with skirts, pants, shorts, high heels, as well as tight jeans and
boots|This is the best gift for your wife, girlfriend, mother, daughter or friend|Feature: Elegant solid color tight shirts, round neck tops for women, fuff Sleeve, short Sleeve",Clothing & Accessories,NEW,,0.0
101824-3501-194464,2024-10-18,25.67,690,Water Bottle Carrier with Strap,2.45,13.99,"INSULATED AND DURABLE PROTECTION- The carrying pouch made with neoprene material provide extra protect &
insulate for your travel water bottle|but also increased insulation for keeping cold or hot, No plastic|Multifunctional Pockets - Bottle carrier bag has 2 zippered pockets to hold your cards, keys and phones of any size, which
is helpful if you have a lot to carry on one trip
SHOULDER & SIDE STRAP - The water bottle case comes with a removable shoulder strap for convenient hands free
carrying, Finally, a side strap lets you hold the carrier in hand and drink easily",Automotive,NEW,,0.0
101824-3501-194464,2024-10-18,25.67,714,22-Inch Ceiling Fan,2.45,0.0,No additional description provided in the invoice.,General Merchandise,NEW,,0.0
101824-3501-194464,2024-10-18,25.67,724,"SHECUTE Zebra Roller Shade, Light Gray",2.45,0.0,Item Qty Bid Amount Premium Fee Tax Total,Sports & Recreation,NEW,,0.0
