invoice_id,auction_date,total_balance,stock_number,item,total,msrp,description,category,condition,image_urls,sales_price
013125-3501-208950,2025-01-31,247.57,424,"VONLUCE Semi Flush Mount Ceiling Light, 13'' Ceiling Light",6.11,49.99,"Fixture with Pleated Shade, 2-Light Modern Drum Light Fixture for
Bedroom Living Room Entryway Hallway, White Shade & Bronze
Finish
Modern Drum Light: This semi flush mount ceiling light from Vonluce marries a sleek bronze metal frame with pleated
drum shade to complement home decors from contemporary minimalist to art deco
Inviting Ambience: Our ceiling light fixture's dual E26 sockets welcome any CFL, incandescent, or LED bulbs (not incl|) up
to 60W to create a flattering glow for your kids’ room, bedroom, dining room, kitchen, and more
Standard E26 Bases: The E26 bases of our ceiling light support any CFL, LED, or incandescent light bulb (not incl|) rated
up to 60W and are dimmer compatible for precise control over brightness and intensity
Install in Minutes: Our ceiling light fixture comes with all mounting hardware|Once your wiring is ready, the clear design
and easy-to-follow instructions will guide you through a quick installation",Home & Garden,NEW,,0.0
013125-3501-208950,2025-01-31,247.57,425,"Spectrum Diversified Euro Round Napkin Holder, Satin",2.45,19.99,"Nickel
Sophisticated Finish: Contain, dispense, and display napkins in a beautiful way with the Euro Round Napkin Holder|The
Satin Nickel finish adds a contemporary feel, while complementing a variety of kitchen décor and color schemes|Sleek Design: Vertical compact design keeps napkins neatly displayed and upright for quick retrieval|Holds Multiple Napkin Sizes: The napkin holder can accommodate standard or cocktail napkins, making it suitable for
daily dinners as well as parties|Durable Construction: The thick-gauge steel means the napkin holder will last through plenty of use, while the smooth
welds ensure that napkins won’t get torn or damaged when removed|To clean, wipe the holder clean with a damp cloth
and towel dry|Dimensions 5|Item Qty Bid Amount Premium Fee Tax Total",Home & Garden,NEW,,0.0
013125-3501-208950,2025-01-31,247.57,426,"KoKo&Yukina 10"" Globe Pendant Light Black Mid Century",13.45,79.99,"Pendant Light Mid Century Adjustable Hanging Light Fixture Matte
Black Finished with Clear Glass Lampshade for Dining Room
Bedroom Kitchen Island
[ Size and Design ] This black ceiling clear glass pendant light globe light has a diameter of 9|8 inch, ceiling plate size of 6
inch, and the maximum adjustable length of the pendant light cord is 79 inch|The clear glass globe pendant light is ideal
for a variety of spaces, a pendant light with clear and crisp glass, adding a touch of style and warmth to any room|[ Easy to Install ] This pendant light is simple to install, just follow the instructions, easy to assemble, no need to
disassemble to change the bulb|[ Suitable for Sloped Ceiling ] This pendant light works on sloped ceilings, the height is adjustable, adjustable to a
maximum of 79 inches with the adjustable cord, you can adjust the height according to your position, it can be either a
ceiling light or a high hanging light|[ Bulb Included ] Uses one medium sized head (E26) bulb|Works with incandescent, LED, CFL, halogen and color-
changing bulbs (up to 62 watts, included)|Fully dimmable when used with dimmable bulbs and compatible dimmer switch
(not included)",Home & Garden,NEW,,0.0
013125-3501-208950,2025-01-31,247.57,432,"35qt Waste Container, Silver Grey",20.18,63.99,No additional description provided in the invoice.,General Merchandise,NEW,,0.0
013125-3501-208950,2025-01-31,247.57,447,Downluxe Down Feather Pillows,30.56,63.99,No additional description provided in the invoice.,General Merchandise,NEW,,0.0
013125-3501-208950,2025-01-31,247.57,457,Comfort Spaces Cotton Comforter Set Jacquard Pom-Pom,13.45,63.99,"Tufts Design, Down Alternative, All Season Modern Bedding,
Matching Shams, Twin/Twin XL, Phillips, Ivory
TECHNIQUE AND COTTON - Our partial Bed in a bag set has a Twin XL / Twin size comforter has a 100% cotton face
with stripes of jacquard woven tufted dots, great for sensory / texture, the reverse is matching solid colored with the right
thickness of most decor, perfecty matched Twin comforter set for a boy's or girl's room|This bed comforter Twin size /
Twin XL Size balances the right amount of designs applied and right color to make it look fantastic
PRODUCT FEATURES - 3-Piece Twin-Comforter Set - Down alternative comforter Twin is soft, hypoallergenic, warm and
snugly comfy|Twin XL / Twin size comforter is gift ready|Hidden bar tack technique to resist the fill from moving|Our Twin
comforter sets for girls and boys is part of our extremely soft bedding set collection, which is part of dorm room essentials
for comfy sleep
WHAT IS INSIDE|1 Goose down alternative Twin Comforter ( duvet ) : 66"" W X 90"" L inches, 2 Standard Pattern
matching striped jacquard weave tufts overlap close Shams 20""W x 26""L|The right size Twin size duvet sets for the
bedroom for Twin XL cover of the bed|A small change will brighten up the dark room for men and women
EASY CARE - To clean the colorful Twin comforter: Machine wash cold the soft comforter on gentle cycle, tumble dry on
low heat, do not bleach to keep the color vibrant|Pillows: Spot Clean|Clean new comforts instantly|Great selection of
Twin duvet for girls or boys and easily reversed|Industrial size recommended
YEAR ROUND - Our all season Twin bed comforter sets are part of our bedroom bedspreads collection has a soft reverse
side|Designer creates the comforters bedding sets for a more comfortable bedroom experience|Not too thin nor too thick
to be used all year without needing to pack away seasonal bedding",Home & Garden,NEW,,0.0
013125-3501-208950,2025-01-31,247.57,493,"monTEK Swivel Bike Wall Mount, Bike Hangers for Garage,",7.34,26.95,"Wall Mount Bike Rack, Space Saving Sturdy Wall Bike Rack,
Vertical Bike Rack Holds Up to 66 lbs - Bike Storage Rack for
Garage, Black
Sturdy and Versatile Bike Storage: This heavy-duty steel bike wall mount can securely hold up to 66 lbs and features a
swivel design with a 150° range, allowing you to conveniently store your bike flush against the wall or at an angle for easy
access|Space-Saving Design: Free up valuable floor space in your garage, apartment, or shed by vertically mounting your bike,
making it an ideal storage solution for confined areas and keeping your space tidy and clutter-free|Easy Installation: With included mounting hardware and straightforward instructions, this bike wall mount can be quickly
installed on concrete, masonry, or stud walls, providing a secure and long-lasting storage solution|Item Qty Bid Amount Premium Fee Tax Total",Automotive,NEW,,0.0
013125-3501-208950,2025-01-31,247.57,516,"Acrylic Cutting Board with Juice Groove, Non Slip Clear",7.34,33.99,"Cutting Board with Counter Lip, 17|5 Inch Cutting Boards for
Kitchen Countertop, Dough Mat
KEEP THE BEAUTY: This Gracenal acrylic cutting board is made of transparent material and simple design, equipped
with a juice groove around the edge to catch any excess juices or liquids during food prep, will not detract from the beauty
of your countertop when in use, and will blend well with a variety of home decor styles, making it a kitchen apartment
must haves essentials 2024|(Note: Please remove the protective film from both sides before using the large cutting
board|)
FOOD-GRADE ACRYLIC MATERIAL: The Gracenal clear cutting board for countertop is made from food-grade acrylic
material, so you can be confident that it will come into contact with food|Newly improved acrylic cutting boards offer better
durability while remaining lightweight|The reusable cutting board makes your purchase worthwhile|(Note: Food-grade
acrylic material is not resistant to high temperatures, please ensure not exceed 140℉|Dishwasher not applicable|)
SUPER GOOD TO USE: This acrylic cutting board for kitchen counter has a smooth, flat surface|It comes with 6 non-slip
silicone dots that can be attached to the bottom of the board to prevent slipping, and a unique lip design for extra stability|5 inch, 4mm thick size is perfect for preventing stains on marble and other hard-to-clean countertops without
compromising the aesthetics of the countertop|Perfect clear table protector|WIDELY USED: Acrylic cutting boards for kitchen counter have a wide range of uses as kitchen accessories|Clear cutting
boards for kitchen can be used to cut bread, fruit, vegetables, meat, etc|They are perfect for processing vegetables,
sandwiches, pizza, cakes, and other foods|In addition, they can also be used as kitchen decor, children's dinner boards,
charcuterie boards, dough mat, pastry mat, etc|(Note: Acrylic material is not scratch-resistant, please use only for cutting,
do not chop",Home & Garden,NEW,,0.0
013125-3501-208950,2025-01-31,247.57,522,"15"" Rattan Pendant Light,3-Light Black White Faux Rattan",6.11,159.99,"Hand-Woven Hanging Light Boho Basket Chandelier,for Living
Room Bedroom Kitchen Dining Hallway
Item Qty Bid Amount Premium Fee Tax Total
【 Rattan Pendant Light Excellent Design】Natural rattan and faux rattan hand-weave craft, the pendant light shade are
made of natural rattan and black and white faux rattan materials|The lights are hand woven with by rattan craft superb
skills bamboo artists|Decorated with classic tropical style elements, creates a wonderfully new look
【 Light Size Bulb Requirement】3-Light Faux rattan pendant light,Size 38 * 36 cm,14|17"", Voltage 110v-240v,
Bulb socket and electric cord have passed the UL listed, which can ensure that you use them safely|US standard E26
base socket, maximum 60W, suitable for Incandescent, LED, halogen, CFL, etc|(Bulb Not included)
【Light Fixtures Material】Faux rattan+natural rattan pendant light shade craft is selected from the trees we grow , which
undergoes various processing procedures|This Rattan craft is heat resistant, fade resistant, safe and healthy
【Widely Application】Hardwired connection, durable and adjustable black cable 1|87 included|You can easily
adjust the lenght of light cord to fit your room lighting needs|Suitable for different types of living rooms, restaurants,
kitchens, dining rooms, laundry rooms, hallways, cafes, basements,corridor, stairwells,bars, clubs, libraries, office,
entrance, bedrooms,reading rooms and more
【 Easy installation】",Art & Crafts,NEW,,0.0
013125-3501-208950,2025-01-31,247.57,524,"HOCAT Rattan Nightstand Bedside Tables, Modern Wood",17.12,50.99,"Side Table Small End Table for Bedroom Living Room with Long
Solid Wood Legs Drawer and Open Shelf
***Color May Vary***
Modern Side Table Style: Natural rattan drawers, and a rattan surface design to give your space a charming bohe style
with a smooth table surface, side table with storage will fit into any existing decor, providing more space and easily
matching your living room, bedroom, and more spaces
Durable and Sturdy Nightstand: The rattan nightstand drawer is made of natural handmade rattan, sturdy body parts and
legs made of solid wood with good load capacity; the sturdy structure and quality hardware make the nightstand stable,
ensuring years of use and long-term stability
Product Specifications: Wood nightstand: 15|Rattan drawer: 13|Open Shelf:
14|2""H, The solid wood legs provide strong support for the table while providing aesthetic appeal
Easy to Assemble: You can easily complete this rattan side table, we provide very clear and detailed instructions, The
installation video is on the detail page, all parts and hardware of the modern side table are numbered inside the
installation video, follow the video steps can be quickly and easily assembled|Multiple Applications: The drawer inside the table can place some personal items such as mobile phones, watches,
jewelry, etc|, and the open shelf can place some books and other items",Home & Garden,NEW,,0.0
